"id"|"id_registre"|"url"|"orientation"
51944|25029|http://images.cfregisters.org/M119_02_R90/M119_02_R90_519r.jpg|recto
51932|25023|http://images.cfregisters.org/M119_02_R90/M119_02_R90_507r.jpg|recto
51938|25026|http://images.cfregisters.org/M119_02_R90/M119_02_R90_513r.jpg|recto
51967|25040|http://images.cfregisters.org/M119_02_R90/M119_02_R90_542v.jpg|verso
51952|25033|http://images.cfregisters.org/M119_02_R90/M119_02_R90_527r.jpg|recto
51949|25031|http://images.cfregisters.org/M119_02_R90/M119_02_R90_524v.jpg|verso
51926|25020|http://images.cfregisters.org/M119_02_R90/M119_02_R90_501r.jpg|recto
51936|25025|http://images.cfregisters.org/M119_02_R90/M119_02_R90_511r.jpg|recto
51958|25036|http://images.cfregisters.org/M119_02_R90/M119_02_R90_533r.jpg|recto
51964|25039|http://images.cfregisters.org/M119_02_R90/M119_02_R90_539r.jpg|recto
51966|25040|http://images.cfregisters.org/M119_02_R90/M119_02_R90_541r.jpg|recto
51918|25016|http://images.cfregisters.org/M119_02_R90/M119_02_R90_493r.jpg|recto
51946|25030|http://images.cfregisters.org/M119_02_R90/M119_02_R90_521r.jpg|recto
51960|25037|http://images.cfregisters.org/M119_02_R90/M119_02_R90_535r.jpg|recto
51962|25038|http://images.cfregisters.org/M119_02_R90/M119_02_R90_537r.jpg|recto
51981|25047|http://images.cfregisters.org/M119_02_R90/M119_02_R90_556v.jpg|verso
51977|25045|http://images.cfregisters.org/M119_02_R90/M119_02_R90_552v.jpg|verso
51993|25053|http://images.cfregisters.org/M119_02_R90/M119_02_R90_568v.jpg|verso
51970|25042|http://images.cfregisters.org/M119_02_R90/M119_02_R90_545r.jpg|recto
51979|25046|http://images.cfregisters.org/M119_02_R90/M119_02_R90_554v.jpg|verso
51999|25056|http://images.cfregisters.org/M119_02_R90/M119_02_R90_574v.jpg|verso
52007|25060|http://images.cfregisters.org/M119_02_R90/M119_02_R90_582v.jpg|verso
52001|25057|http://images.cfregisters.org/M119_02_R90/M119_02_R90_576v.jpg|verso
51982|25048|http://images.cfregisters.org/M119_02_R90/M119_02_R90_557r.jpg|recto
52011|25062|http://images.cfregisters.org/M119_02_R90/M119_02_R90_586v.jpg|verso
52013|25063|http://images.cfregisters.org/M119_02_R90/M119_02_R90_588v.jpg|verso
